CITY,STATE
Laage,Mecklenburg-Vorpommern
Laar,Niedersachsen
Laatzen,Niedersachsen
Laberweinting,Bayern
Laboe,Schleswig-Holstein
Lachen,Bayern
Lachendorf,Niedersachsen
Ladbergen,Nordrhein-Westfalen
Ladelund,Schleswig-Holstein
Ladenburg,Baden-Württemberg
Laegerdorf,Schleswig-Holstein
Laehden,Niedersachsen
Laer,Nordrhein-Westfalen
Lage,Nordrhein-Westfalen
Lägerdorf,Schleswig-Holstein
Lähden,Niedersachsen
Lahn,Niedersachsen
Lahnau,Hessen
Lahnstein,Rheinland-Pfalz
Lahntal,Hessen
Lahr/Schwarzwald,Baden-Württemberg
Lahstedt,Niedersachsen
Laichingen,Baden-Württemberg
Lalendorf,Mecklenburg-Vorpommern
Lalling,Bayern
Lam,Bayern
Lambrecht (Pfalz),Rheinland-Pfalz
Lambrechtshagen,Mecklenburg-Vorpommern
Lambsheim,Rheinland-Pfalz
Lamerdingen,Bayern
Lampertheim,Hessen
Lamspringe,Niedersachsen
Lamstedt,Niedersachsen
Landau,Rheinland-Pfalz
Landau a.d. Isar,Bayern
Landau in der Pfalz,Rheinland-Pfalz
Landensberg,Bayern
Landesbergen,Niedersachsen
Landsberg,Sachsen-Anhalt
Landsberg a. Lech,Bayern
Landsberg am Lech,Bayern
Landsberg OT Hohenthurm,Sachsen-Anhalt
Landsberg OT Niemberg,Sachsen-Anhalt
Landsberied,Bayern
Landscheid,Rheinland-Pfalz
Landshut,Bayern
Landstuhl,Rheinland-Pfalz
Langballig,Schleswig-Holstein
Langdorf,Bayern
Langelsheim,Niedersachsen
Langen,Hessen
Langenaltheim,Bayern
Langenargen,Baden-Württemberg
Langenau,Baden-Württemberg
Langenbach,Bayern
Langenberg,Nordrhein-Westfalen
Langenbernsdorf,Sachsen
Langenbrettach,Baden-Württemberg
Langenburg,Baden-Württemberg
Langendorf,Niedersachsen
Langenenslingen,Baden-Württemberg
Langeness,Schleswig-Holstein
Langeneß,Schleswig-Holstein
Langenfeld,Nordrhein-Westfalen
Langenhagen,Niedersachsen
Langenhagen (Flughafen),Niedersachsen
Langenhorn,Schleswig-Holstein
Langenleuba-Niederhain,Thüringen
Langenlonsheim,Rheinland-Pfalz
Langenmosen,Bayern
Langenneufnach,Bayern
Langenpreising,Bayern
Langenselbold,Hessen
Langensendelbach,Bayern
Langenstein,Sachsen-Anhalt
Langenweissbach,Sachsen
Langenweißbach,Sachsen
Langenwetzendorf,Thüringen
Langenwolschendorf,Thüringen
Langenzenn,Bayern
Langeoog,Niedersachsen
Langerringen,Bayern
Langerwehe,Nordrhein-Westfalen
Langfurth,Bayern
Langgoens,Hessen
Langgöns,Hessen
Langhagen,Mecklenburg-Vorpommern
Langlingen,Niedersachsen
Langquaid,Bayern
Langstedt,Schleswig-Holstein
Langsur,Rheinland-Pfalz
Langwedel,Schleswig-Holstein
Langweid a. Lech,Bayern
Langweiler,Rheinland-Pfalz
Lanitz-Hassel-Tal,Sachsen-Anhalt
Lankau,Schleswig-Holstein
Lappersdorf,Bayern
Lasbek,Schleswig-Holstein
Lasel,Rheinland-Pfalz
Lassan u.a.,Mecklenburg-Vorpommern
Lastrup,Niedersachsen
Lathen u.a.,Niedersachsen
Laubach,Hessen
Lauben,Bayern
Laucha an der Unstrut,Sachsen-Anhalt
Lauchhammer,Brandenburg
Lauchheim,Baden-Württemberg
Lauchringen,Baden-Württemberg
Lauda-Koenigshofen,Baden-Württemberg
Lauda-Königshofen,Baden-Württemberg
Laudenbach,Baden-Württemberg
Lauenau,Niedersachsen
Lauenbrück u.a.,Niedersachsen
Lauenbrueck u.a.,Niedersachsen
Lauenburg/Elbe,Schleswig-Holstein
Lauenfoerde,Niedersachsen
Lauenförde,Niedersachsen
Lauenhagen,Niedersachsen
Lauf,Baden-Württemberg
Lauf an der Pegnitz,Bayern
Laufach,Bayern
Laufen,Bayern
Laufenburg (Baden),Baden-Württemberg
Lauffen am Neckar,Baden-Württemberg
Laugna,Bayern
Lauingen (Donau),Bayern
Laupheim,Baden-Württemberg
Lauscha,Thüringen
Lauta,Sachsen
Lautenbach,Baden-Württemberg
Lauter,Bayern
Lauter-Bernsbach,Sachsen
Lauterach,Baden-Württemberg
Lauterbach,Hessen
Lauterecken u.a.,Rheinland-Pfalz
Lauterhofen,Bayern
Lauterstein,Baden-Württemberg
Lautertal,Bayern
Lautertal (Odenwald),Hessen
Lautrach,Bayern
Lebach,Saarland
Lebus,Brandenburg
Lechbruck,Bayern
Leck,Schleswig-Holstein
Leegebruch,Brandenburg
Leer,Niedersachsen
Leese,Niedersachsen
Leezen,Schleswig-Holstein
Legau,Bayern
Legde/Quitzöbel,Brandenburg
Legde/Quitzoebel,Brandenburg
Legden,Nordrhein-Westfalen
Lehe,Niedersachsen
Lehesten,Thüringen
Lehmen,Rheinland-Pfalz
Lehnin,Brandenburg
Lehnstedt u.a.,Thüringen
Lehrberg,Bayern
Lehre,Niedersachsen
Lehrensteinsfeld,Baden-Württemberg
Lehrte,Niedersachsen
Leibertingen,Baden-Württemberg
Leiblfing,Bayern
Leichlingen,Nordrhein-Westfalen
Leidersbach,Bayern
Leiferde,Niedersachsen
Leimen,Baden-Württemberg
Leimersheim,Rheinland-Pfalz
Leinach,Bayern
Leinatal,Thüringen
Leinburg,Bayern
Leinefelde-Worbis,Thüringen
Leinfelden,Baden-Württemberg
Leinfelden Echterdingen,Baden-Württemberg
Leinfelden-Echterdingen,Baden-Württemberg
Leingarten,Baden-Württemberg
Leinhaeusle,Baden-Württemberg
Leinhäusle,Baden-Württemberg
Leiningen,Rheinland-Pfalz
Leinzell,Baden-Württemberg
Leipheim,Bayern
Leipzig,Sachsen
Leisnig,Sachsen
Leitzkau,Sachsen-Anhalt
Leiwen u.a.,Rheinland-Pfalz
Lemberg,Rheinland-Pfalz
Lembruch,Niedersachsen
Lemfoerde u.a.,Niedersachsen
Lemförde u.a.,Niedersachsen
Lemgo,Nordrhein-Westfalen
Lemgow,Niedersachsen
Lemwerder,Niedersachsen
Lengdorf,Bayern
Lengede,Niedersachsen
Lengenfeld,Sachsen
Lengenwang,Bayern
Lengerich,Nordrhein-Westfalen
Lengerich u.a.,Niedersachsen
Lenggries,Bayern
Lennestadt,Nordrhein-Westfalen
Lenningen,Baden-Württemberg
Lensahn,Schleswig-Holstein
Lentfoehrden,Schleswig-Holstein
Lentföhrden,Schleswig-Holstein
Lenting,Bayern
Lenzen,Brandenburg
Lenzkirch,Baden-Württemberg
Leonberg,Baden-Württemberg
Leopoldshoehe,Nordrhein-Westfalen
Leopoldshöhe,Nordrhein-Westfalen
Leppin u.a.,Sachsen-Anhalt
Letschin,Brandenburg
Leubsdorf,Sachsen
Leuchtenberg,Bayern
Leun,Hessen
Leuna,Sachsen-Anhalt
Leupoldsgruen,Bayern
Leupoldsgrün,Bayern
Leutenbach,Baden-Württemberg
Leutersdorf,Sachsen
Leutershausen,Bayern
Leutesdorf,Rheinland-Pfalz
Leutkirch,Baden-Württemberg
Leutkirch im Allgaeu,Baden-Württemberg
Leutkirch im Allgäu,Baden-Württemberg
Leverkusen,Nordrhein-Westfalen
Lich,Hessen
Lichtenau,Bayern
Lichtenberg,Bayern
Lichtenberg/Erzgeb.,Sachsen
Lichtenfels,Bayern
Lichtenow,Brandenburg
Lichtenstein,Sachsen
Lichtentanne,Sachsen
Lichtenwald,Baden-Württemberg
Liebenau,Niedersachsen
Liebenau (Hessen),Hessen
Liebenburg,Niedersachsen
Liebenwalde,Brandenburg
Lieberose,Brandenburg
Liebstadt,Sachsen
Liederbach am Taunus,Hessen
Lienen,Nordrhein-Westfalen
Lietzen u.a.,Brandenburg
Lilienthal,Niedersachsen
Limbach,Baden-Württemberg
Limbach-Oberfrohna,Sachsen
Limburg,Hessen
Limburgerhof,Rheinland-Pfalz
Limeshain,Hessen
Linau,Schleswig-Holstein
Lindau,Sachsen-Anhalt
Lindau (Bodensee),Bayern
Lindau B,Bayern
Linden,Hessen
Lindenberg,Rheinland-Pfalz
Lindenberg im Allgaeu,Bayern
Lindenberg im Allgäu,Bayern
Lindenfels,Hessen
Lindern (Oldenburg),Niedersachsen
Lindewitt,Schleswig-Holstein
Lindhorst,Niedersachsen
Lindlar,Nordrhein-Westfalen
Lindow u.a.,Brandenburg
Lingen,Niedersachsen
Lingenfeld,Rheinland-Pfalz
Linkenheim-Hochstetten,Baden-Württemberg
Linnich,Nordrhein-Westfalen
Linsburg,Niedersachsen
Linsengericht,Hessen
Linz am Rhein,Rheinland-Pfalz
Lippetal,Nordrhein-Westfalen
Lippstadt,Nordrhein-Westfalen
Lisberg,Bayern
Lissendorf,Rheinland-Pfalz
List,Schleswig-Holstein
Litzendorf,Bayern
Löbau,Sachsen
Lobbach,Baden-Württemberg
Lobenstein,Thüringen
Löbnitz,Mecklenburg-Vorpommern
Loburg,Sachsen-Anhalt
Löchgau,Baden-Württemberg
Löcknitz,Mecklenburg-Vorpommern
Loebau,Sachsen
Loebnitz,Mecklenburg-Vorpommern
Loechgau,Baden-Württemberg
Loecknitz,Mecklenburg-Vorpommern
Loeffingen,Baden-Württemberg
Loehnberg,Hessen
Loehne,Nordrhein-Westfalen
Loeningen,Niedersachsen
Loerrach,Baden-Württemberg
Loesnich u.a.,Rheinland-Pfalz
Loessnitz,Sachsen
Loeßnitz,Sachsen
Loewenberg,Brandenburg
Loewenstedt,Schleswig-Holstein
Loewenstein,Baden-Württemberg
Loffenau,Baden-Württemberg
Löffingen,Baden-Württemberg
Lohberg,Bayern
Lohfelden,Hessen
Lohheide u.a.,Niedersachsen
Lohmar,Nordrhein-Westfalen
Lohmen,Sachsen
Löhnberg,Hessen
Lohne,Niedersachsen
Löhne,Nordrhein-Westfalen
Lohnsfeld,Rheinland-Pfalz
Lohr a. Main,Bayern
Lohra,Hessen
Lohsa,Sachsen
Loiching,Bayern
Loitz,Mecklenburg-Vorpommern
Loitzendorf,Bayern
Lollar,Hessen
Lommatzsch,Sachsen
Löningen,Niedersachsen
Lonnerstadt,Bayern
Lonnig,Rheinland-Pfalz
Lonsee,Baden-Württemberg
Loose,Schleswig-Holstein
Lorch,Rheinland-Pfalz
Lörrach,Baden-Württemberg
Lorsch,Hessen
Lorup,Niedersachsen
Losheim,Saarland
Lösnich u.a.,Rheinland-Pfalz
Lossburg,Baden-Württemberg
Loßburg,Baden-Württemberg
Lössnitz,Sachsen
Lößnitz,Sachsen
Lotte,Nordrhein-Westfalen
Lottorf,Schleswig-Holstein
Lottstetten,Baden-Württemberg
Löwenberg,Brandenburg
Löwenstedt,Schleswig-Holstein
Löwenstein,Baden-Württemberg
Loxstedt,Niedersachsen
Lübbecke,Nordrhein-Westfalen
Lübben (Spreewald),Brandenburg
Lübbenau/ Spreewald,Brandenburg
Lübbow,Niedersachsen
Lübeck,Schleswig-Holstein
Lübeck Schlutup/St. Gertrud,Schleswig-Holstein
Lübeck St. Lorenz Nord,Schleswig-Holstein
Lubmin,Mecklenburg-Vorpommern
Lübow u.a.,Mecklenburg-Vorpommern
Lübstorf,Mecklenburg-Vorpommern
Lübtheen,Mecklenburg-Vorpommern
Lübz,Mecklenburg-Vorpommern
Lüchow,Niedersachsen
Lucka,Thüringen
Luckaitztal,Brandenburg
Luckau,Brandenburg
Luckau (Wendland),Niedersachsen
Luckenwalde,Brandenburg
Lüdenscheid,Nordrhein-Westfalen
Lüder,Niedersachsen
Lüdersburg,Niedersachsen
Lüdersfeld,Niedersachsen
Lüdinghausen,Nordrhein-Westfalen
Ludwigsau,Hessen
Ludwigsburg,Baden-Württemberg
Ludwigschorgast,Bayern
Ludwigsfelde,Brandenburg
Ludwigshafen am Rhei,Rheinland-Pfalz
Ludwigshafen am Rhein,Rheinland-Pfalz
Ludwigslust,Mecklenburg-Vorpommern
Ludwigsstadt,Bayern
Ludwigstlust,Mecklenburg-Vorpommern
Luebbecke,Nordrhein-Westfalen
Luebben,Brandenburg
Luebben (Spreewald),Brandenburg
Luebbenau/ Spreewald,Brandenburg
Luebbow,Niedersachsen
Luebeck,Schleswig-Holstein
Luebeck Schlutup/St. Gertrud,Schleswig-Holstein
Luebeck St. Lorenz Nord,Schleswig-Holstein
Luebow u.a.,Mecklenburg-Vorpommern
Luebstorf,Mecklenburg-Vorpommern
Luebtheen,Mecklenburg-Vorpommern
Luebz,Mecklenburg-Vorpommern
Luebz OT Lutheran,Mecklenburg-Vorpommern
Luechow,Niedersachsen
Luedenscheid,Nordrhein-Westfalen
Lueder,Niedersachsen
Luedersburg,Niedersachsen
Luedersfeld,Niedersachsen
Luedinghausen,Nordrhein-Westfalen
Lueerdissen,Niedersachsen
Luegde,Nordrhein-Westfalen
Luelsfeld,Bayern
Lueneburg,Niedersachsen
Luenen,Nordrhein-Westfalen
Luenerburg,Niedersachsen
Luenne,Niedersachsen
Lüerdissen,Niedersachsen
Luetjenburg,Schleswig-Holstein
Luetjensee,Schleswig-Holstein
Luetjenwestedt,Schleswig-Holstein
Luetzelbach,Hessen
Luetzen,Sachsen-Anhalt
Luetzkampen,Rheinland-Pfalz
Luetzow,Mecklenburg-Vorpommern
Lugau/Erzgeb.,Sachsen
Lügde,Nordrhein-Westfalen
Luhden,Niedersachsen
Luhe-Wildenau,Bayern
Luisenthal,Thüringen
Lülsfeld,Bayern
Lunden,Schleswig-Holstein
Lüneburg,Niedersachsen
Lünen,Nordrhein-Westfalen
Lünne,Niedersachsen
Lunzenau,Sachsen
Lustadt,Rheinland-Pfalz
Lütjenburg,Schleswig-Holstein
Lütjensee,Schleswig-Holstein
Lütjenwestedt,Schleswig-Holstein
Lutter,Niedersachsen
Lützelbach,Hessen
Lützen,Sachsen-Anhalt
Lutzerath,Rheinland-Pfalz
Lutzingen,Bayern
Lützkampen,Rheinland-Pfalz
Lützow,Mecklenburg-Vorpommern
Lychen,Brandenburg
Maasen,Niedersachsen
Maasholm,Schleswig-Holstein
Machern,Sachsen
Mackenbach,Rheinland-Pfalz
Maehring,Bayern
Maerkisch Buchholz,Brandenburg
Maerkisch Linden u.a.,Brandenburg
Maerkische Hoehe u.a.,Brandenburg
Magdeburg,Sachsen-Anhalt
Magstadt,Baden-Württemberg
Mahlberg,Baden-Württemberg
Mahlstetten,Baden-Württemberg
Mähring,Bayern
Maihingen,Bayern
Maikammer,Rheinland-Pfalz
Mainaschaff,Bayern
Mainbernheim,Bayern
Mainburg,Bayern
Mainhardt,Baden-Württemberg
Mainhausen,Hessen
Mainleus,Bayern
Maintal,Hessen
Mainz,Rheinland-Pfalz
Mainz Ebersheim,Rheinland-Pfalz
Mainz-Kastel,Hessen
Maisach,Bayern
Maitenbeth,Bayern
Malberg,Rheinland-Pfalz
Malborn,Rheinland-Pfalz
Malchin,Mecklenburg-Vorpommern
Malchow u.a.,Mecklenburg-Vorpommern
Malente,Schleswig-Holstein
Malgersdorf,Bayern
Mallersdorf-Pfaffenb,Bayern
Mallersdorf-Pfaffenberg,Bayern
Malsburg-Marzell,Baden-Württemberg
Malsch,Baden-Württemberg
Malschwitz,Sachsen
Malsfeld,Hessen
Malterdingen,Baden-Württemberg
Mammelzen,Rheinland-Pfalz
Mammendorf,Bayern
Mamming,Bayern
Manching,Bayern
Mandelbachtal,Saarland
Manderscheid,Rheinland-Pfalz
Mannheim,Baden-Württemberg
Mansfeld,Sachsen-Anhalt
Mantel,Bayern
Marbach am Neckar,Baden-Württemberg
Marburg,Hessen
March,Baden-Württemberg
Margetshöchheim,Bayern
Margetshoechheim,Bayern
Mariaposching,Bayern
Marienberg,Sachsen
Marienheide,Nordrhein-Westfalen
Marienhof,Schleswig-Holstein
Marienmuenster,Nordrhein-Westfalen
Marienmünster,Nordrhein-Westfalen
Mariental,Niedersachsen
Maring-Noviand,Rheinland-Pfalz
Marisfeld,Thüringen
Markdorf,Baden-Württemberg
Markersdorf,Sachsen
Markgroeningen,Baden-Württemberg
Markgröningen,Baden-Württemberg
Märkisch Buchholz,Brandenburg
Märkisch Linden u.a.,Brandenburg
Märkische Höhe u.a.,Brandenburg
Markkleeberg,Sachsen
Marklkofen,Bayern
Marklohe,Niedersachsen
Markneukirchen,Sachsen
Markranstädt,Sachsen
Markranstaedt,Sachsen
Marksuhl,Thüringen
Markt Berolzheim,Bayern
Markt Bibart,Bayern
Markt Erlbach,Bayern
Markt Indersdorf,Bayern
Markt Nordheim,Bayern
Markt Rettenbach,Bayern
Markt Schwaben,Bayern
Markt Taschendorf,Bayern
Markt Wald,Bayern
Marktbergel,Bayern
Marktbreit,Bayern
Marktheidenfeld,Bayern
Marktl,Bayern
Marktleugast,Bayern
Marktleuthen,Bayern
Marktoberdorf,Bayern
Marktoffingen,Bayern
Marktredwitz,Bayern
Marktrodach,Bayern
Marktschellenberg,Bayern
Marktschorgast,Bayern
Marktzeuln,Bayern
Marl,Nordrhein-Westfalen
Marloffstein,Bayern
Marlow,Mecklenburg-Vorpommern
Marne u.a.,Schleswig-Holstein
Marnheim,Rheinland-Pfalz
Marnitz,Mecklenburg-Vorpommern
Maroldsweisach,Bayern
Marpingen,Saarland
Marquartstein,Bayern
Marsberg,Nordrhein-Westfalen
Marschacht,Niedersachsen
Martfeld,Niedersachsen
Marxen,Niedersachsen
Marxheim,Bayern
Marxzell,Baden-Württemberg
Marzling,Bayern
Maselheim,Baden-Württemberg
Massbach,Bayern
Maßbach,Bayern
Massenbachhausen,Baden-Württemberg
Masserberg,Thüringen
Massing,Bayern
Massweiler,Rheinland-Pfalz
Maßweiler,Rheinland-Pfalz
Mastershausen,Rheinland-Pfalz
Mauer,Baden-Württemberg
Mauern,Bayern
Mauerstetten,Bayern
Maulbronn,Baden-Württemberg
Maulburg,Baden-Württemberg
Mauth,Bayern
Maxdorf,Rheinland-Pfalz
Maxhuette-Haidhof,Bayern
Maxhütte-Haidhof,Bayern
Mayen,Rheinland-Pfalz
Mayschoss,Rheinland-Pfalz
Mayschoß,Rheinland-Pfalz
Mechernich,Nordrhein-Westfalen
Mechtersen,Niedersachsen
Meckenbeuren,Baden-Württemberg
Meckenheim,Nordrhein-Westfalen
Meckesheim,Baden-Württemberg
Medard,Rheinland-Pfalz
Medebach,Nordrhein-Westfalen
Medelby,Schleswig-Holstein
Medlingen,Bayern
Meeder,Bayern
Meerane,Sachsen
Meerbeck,Niedersachsen
Meerbusch,Nordrhein-Westfalen
Meersburg,Baden-Württemberg
Megesheim,Bayern
Meggerdorf,Schleswig-Holstein
Mehlbach,Rheinland-Pfalz
Mehlingen,Rheinland-Pfalz
Mehlmeisel,Bayern
Mehren u.a.,Rheinland-Pfalz
Mehring,Bayern
Mehrstetten,Baden-Württemberg
Meiersberg,Mecklenburg-Vorpommern
Meine,Niedersachsen
Meinersen,Niedersachsen
Meinerzhagen,Nordrhein-Westfalen
Meineweh,Sachsen-Anhalt
Meinhard,Hessen
Meinheim,Bayern
Meiningen,Thüringen
Meisenheim,Rheinland-Pfalz
Meissen,Sachsen
Meißen,Sachsen
Meissenheim,Baden-Württemberg
Meißenheim,Baden-Württemberg
Meissner,Hessen
Meißner,Hessen
Meitingen,Bayern
Melbeck,Niedersachsen
Melchow,Brandenburg
Meldorf,Schleswig-Holstein
Melle,Niedersachsen
Mellinghausen,Niedersachsen
Mellrichstadt,Bayern
Melsbach,Rheinland-Pfalz
Melsdorf,Schleswig-Holstein
Melsungen,Hessen
Memmelsdorf,Bayern
Memmert,Niedersachsen
Memmingen,Bayern
Memmingerberg,Bayern
Menden,Nordrhein-Westfalen
Mendig,Rheinland-Pfalz
Mengen,Baden-Württemberg
Mengerskirchen,Hessen
Mengkofen,Bayern
Menslage,Niedersachsen
Menteroda,Thüringen
Menz u.a.,Sachsen-Anhalt
Meppen,Niedersachsen
Merching,Bayern
Merchweiler,Saarland
Merdingen,Baden-Württemberg
Merenberg,Hessen
Mering,Bayern
Merkendorf,Bayern
Merklingen,Baden-Württemberg
Merseburg,Sachsen-Anhalt
Mertesdorf,Rheinland-Pfalz
Mertingen,Bayern
Mertloch,Rheinland-Pfalz
Merxheim,Rheinland-Pfalz
Merzen,Niedersachsen
Merzenich,Nordrhein-Westfalen
Merzhausen,Baden-Württemberg
Merzig,Saarland
Meschede,Nordrhein-Westfalen
Mespelbrunn,Bayern
Messel,Hessen
Messenkamp,Niedersachsen
Messingen,Niedersachsen
Messkirch,Baden-Württemberg
Meßkirch,Baden-Württemberg
Messstetten,Baden-Württemberg
Meßstetten,Baden-Württemberg
Mestlin,Mecklenburg-Vorpommern
Metelen,Nordrhein-Westfalen
Metten,Bayern
Mettenheim,Bayern
Mettingen,Nordrhein-Westfalen
Mettlach,Saarland
Mettmann,Nordrhein-Westfalen
Metzingen,Baden-Württemberg
Meudt,Rheinland-Pfalz
Meuselwitz,Thüringen
Meyenburg,Brandenburg
Meyn u.a.,Schleswig-Holstein
Michelau i. OFr.,Bayern
Michelau i. Steigerwald,Bayern
Michelbach an der Bilz,Baden-Württemberg
Michelfeld,Baden-Württemberg
Michelsneukirchen,Bayern
Michelstadt,Hessen
Michendorf,Brandenburg
Mickhausen,Bayern
Miehlen u.a.,Rheinland-Pfalz
Mielkendorf,Schleswig-Holstein
Miesbach,Bayern
Mietingen,Baden-Württemberg
Mihla,Thüringen
Mildenau,Sachsen
Mildstedt,Schleswig-Holstein
Milower Land,Sachsen-Anhalt
Miltach,Bayern
Miltenberg,Bayern
Miltzow u.a.,Mecklenburg-Vorpommern
Mindelheim,Bayern
Mindelstetten,Bayern
Minden,Nordrhein-Westfalen
Mintraching,Bayern
Mirow,Mecklenburg-Vorpommern
Missen-Wilhams,Bayern
Mistelbach,Bayern
Mistelgau,Bayern
Mittelangeln,Schleswig-Holstein
Mittelbiberach,Baden-Württemberg
Mittelbrunn,Rheinland-Pfalz
Mitteleschenbach,Bayern
Mittelneufnach,Bayern
Mittelsinn,Bayern
Mittelstenahe,Niedersachsen
Mittelstetten,Bayern
Mittenaar,Hessen
Mittenwald,Bayern
Mittenwalde,Brandenburg
Mitterfels,Bayern
Mitterskirchen,Bayern
Mitterteich,Bayern
Mittweida,Sachsen
Mitwitz,Bayern
Mnchen,Bayern
Möckern,Sachsen-Anhalt
Möckmühl,Baden-Württemberg
Mockrehna,Sachsen
Modautal,Hessen
Moeckern,Sachsen-Anhalt
Moeckmuehl,Baden-Württemberg
Moegglingen,Baden-Württemberg
Moeglingen,Baden-Württemberg
Moehnesee,Nordrhein-Westfalen
Moehrendorf/Mark,Bayern
Moellenbeck,Mecklenburg-Vorpommern
Moellenhagen,Mecklenburg-Vorpommern
Moelln,Schleswig-Holstein
Moembris,Bayern
Moemlingen,Bayern
Moenchberg,Bayern
Moenchengladbach,Nordrhein-Westfalen
Moenchenholzhausen u.a.,Thüringen
Moenchsdeggingen,Bayern
Moenchsroth,Bayern
Moenchweiler,Baden-Württemberg
Moenkeberg,Schleswig-Holstein
Moenkebude u.a.,Mecklenburg-Vorpommern
Moensheim,Baden-Württemberg
Moerfelden-Walldorf,Hessen
Moerlenbach,Hessen
Moernsheim,Bayern
Moers,Nordrhein-Westfalen
Moersfeld,Rheinland-Pfalz
Moessingen,Baden-Württemberg
Moettingen,Bayern
Moetzing,Bayern
Moetzingen,Baden-Württemberg
Mogendorf,Rheinland-Pfalz
Mögglingen,Baden-Württemberg
Möglingen,Baden-Württemberg
Mohlsdorf-Teichwolframsdorf,Thüringen
Möhnesee,Nordrhein-Westfalen
Möhrendorf/Mark,Bayern
Mohrkirch,Schleswig-Holstein
Moisburg,Niedersachsen
Molauer Land,Sachsen-Anhalt
Molbergen,Niedersachsen
Möllenbeck,Mecklenburg-Vorpommern
Möllenhagen,Mecklenburg-Vorpommern
Mölln,Schleswig-Holstein
Molsberg,Rheinland-Pfalz
Moltzow u.a.,Mecklenburg-Vorpommern
Mömbris,Bayern
Mömlingen,Bayern
Mommenheim,Rheinland-Pfalz
Mönchberg,Bayern
Mönchengladbach,Nordrhein-Westfalen
Mönchenholzhausen u.a.,Thüringen
Mönchsdeggingen,Bayern
Mönchsroth,Bayern
Mönchweiler,Baden-Württemberg
Monheim,Bayern
Monheim am Rhein,Nordrhein-Westfalen
Mönkeberg,Schleswig-Holstein
Mönkebude u.a.,Mecklenburg-Vorpommern
Monschau,Nordrhein-Westfalen
Monsheim,Rheinland-Pfalz
Mönsheim,Baden-Württemberg
Montabaur,Rheinland-Pfalz
Monzelfeld,Rheinland-Pfalz
Monzingen,Rheinland-Pfalz
Moorenweis,Bayern
Moormerland,Niedersachsen
Moos,Baden-Württemberg
Moosach,Bayern
Moosbach,Bayern
Moosburg a.d. Isar,Bayern
Moosinning,Bayern
Moosthenning,Bayern
Morbach,Rheinland-Pfalz
Mörfelden-Walldorf,Hessen
Moringen,Niedersachsen
Moritzburg,Sachsen
Mörlenbach,Hessen
Mörnsheim,Bayern
Morsbach,Nordrhein-Westfalen
Morschen,Hessen
Mörsfeld,Rheinland-Pfalz
Mosbach,Baden-Württemberg
Mossautal,Hessen
Mössingen,Baden-Württemberg
Motten,Bayern
Möttingen,Bayern
Mötzing,Bayern
Mötzingen,Baden-Württemberg
Much,Nordrhein-Westfalen
Mücheln,Sachsen-Anhalt
Mücheln u.a.,Sachsen-Anhalt
Mücheln/ Geiseltal,Sachsen-Anhalt
Muchelndorf,Schleswig-Holstein
Mücke,Hessen
Mudau,Baden-Württemberg
Müden,Rheinland-Pfalz
Müden (Aller),Niedersachsen
Mudersbach,Rheinland-Pfalz
Muecheln,Sachsen-Anhalt
Muecheln u.a.,Sachsen-Anhalt
Muecheln/ Geiseltal,Sachsen-Anhalt
Muecke,Hessen
Mueden,Rheinland-Pfalz
Mueden (Aller),Niedersachsen
Muegeln,Sachsen
Muehlacker,Baden-Württemberg
Muehlau,Sachsen
Muehlberg,Brandenburg
Muehldorf a. Inn,Bayern
Muehlenbach,Baden-Württemberg
Muehlenbecker Land,Brandenburg
Muehlhausen,Bayern
Muehlhausen im Taele,Baden-Württemberg
Muehlhausen-Ehingen,Baden-Württemberg
Muehlheim am Main,Hessen
Muehlheim an der Donau,Baden-Württemberg
Muehlingen,Baden-Württemberg
Muehltal,Hessen
Muelheim,Rheinland-Pfalz
Muelheim (Mosel),Rheinland-Pfalz
Muelheim an der Ruhr,Nordrhein-Westfalen
Muelheim Ruhr,Nordrhein-Westfalen
Muelheim-Kaerlich,Rheinland-Pfalz
Muelheim-Ruhr,Nordrhein-Westfalen
Muellheim,Baden-Württemberg
Muellrose,Brandenburg
Muelsen,Sachsen
Muenchberg,Bayern
Muencheberg,Brandenburg
Muenchen,Bayern
Muenchenbernsdorf,Thüringen
Muenchengladbach,Nordrhein-Westfalen
Muenchhausen,Hessen
Muenchsmuenster,Bayern
Muenchsteinach,Bayern
Muenchweiler an der Alsenz,Rheinland-Pfalz
Muenchweiler an der Rodalb,Rheinland-Pfalz
Muennerstadt,Bayern
Muensing,Bayern
Muensingen,Baden-Württemberg
Muenster,Nordrhein-Westfalen
Muenster-Sarmsheim,Rheinland-Pfalz
Muensterdorf,Schleswig-Holstein
Muensterhausen,Bayern
Muenstermaifeld,Rheinland-Pfalz
Muenstertal,Baden-Württemberg
Muenzenberg,Hessen
Muessen u.a.,Schleswig-Holstein
Mügeln,Sachsen
Muggensturm,Baden-Württemberg
Mühlacker,Baden-Württemberg
Mühlau,Sachsen
Mühlberg,Brandenburg
Mühldorf a. Inn,Bayern
Mühlenbach,Baden-Württemberg
Mühlenbecker Land,Brandenburg
Mühlhausen,Bayern
Mühlhausen im Täle,Baden-Württemberg
Mühlhausen-Ehingen,Baden-Württemberg
Mühlheim am Main,Hessen
Mühlheim an der Donau,Baden-Württemberg
Mühlingen,Baden-Württemberg
Mühltal,Hessen
Muhr a. See,Bayern
Mulda,Sachsen
Muldenhammer,Sachsen
Muldestausee,Sachsen-Anhalt
